publication_year,publishing_unit_id,figure_area,rfc_count,group_acronym,group_name,stream_slug,group_type_slug
2012,wg:/api/v1/group/group/1802/,app,1,websec,Web Security,ietf,wg
2012,wg:/api/v1/group/group/1805/,app,6,appsawg,Applications Area Working Group,ietf,wg
2012,wg:/api/v1/group/group/1836/,app,1,spfbis,SPF Update,ietf,wg
2012,wg:/api/v1/group/group/1479/,int,4,dnsext,DNS Extensions,ietf,wg
2012,wg:/api/v1/group/group/1596/,int,3,mip4,Mobility for IPv4,ietf,wg
2012,wg:/api/v1/group/group/1597/,int,2,mip6,Mobility for IPv6,ietf,wg
2012,wg:/api/v1/group/group/1639/,int,3,6lowpan,IPv6 over Low power WPAN,ietf,wg
2012,wg:/api/v1/group/group/1664/,int,2,netlmm,Network-based Localized Mobility Management,ietf,wg
2012,wg:/api/v1/group/group/1665/,int,1,intarea,Internet Area Working Group,ietf,wg
2012,wg:/api/v1/group/group/1678/,int,2,softwire,Softwires,ietf,wg
2012,wg:/api/v1/group/group/1720/,int,1,mext,Mobility EXTensions for IPv6,ietf,wg
2012,wg:/api/v1/group/group/1723/,int,6,6man,IPv6 Maintenance,ietf,wg
2012,wg:/api/v1/group/group/1726/,int,3,csi,Cga & Send maIntenance,ietf,wg
2012,wg:/api/v1/group/group/1728/,int,1,savi,Source Address Validation Improvements,ietf,wg
2012,wg:/api/v1/group/group/1747/,int,1,multimob,Multicast Mobility,ietf,wg
2012,wg:/api/v1/group/group/1755/,int,1,mif,Multiple Interfaces,ietf,wg
2012,wg:/api/v1/group/group/1756/,int,5,netext,Network-Based Mobility Extensions,ietf,wg
2012,wg:/api/v1/group/group/988/,int,5,dhc,Dynamic Host Configuration,ietf,wg
2012,wg:/api/v1/group/group/1118/,ops,1,mboned,MBONE Deployment,ietf,wg
2012,wg:/api/v1/group/group/1452/,ops,1,dnsop,Domain Name System Operations,ietf,wg
2012,wg:/api/v1/group/group/1546/,ops,4,ipfix,IP Flow Information Export,ietf,wg
2012,wg:/api/v1/group/group/1575/,ops,2,netconf,Network Configuration,ietf,wg
2012,wg:/api/v1/group/group/1578/,ops,7,v6ops,IPv6 Operations,ietf,wg
2012,wg:/api/v1/group/group/1584/,ops,3,grow,Global Routing Operations,ietf,wg
2012,wg:/api/v1/group/group/1612/,ops,2,radext,RADIUS EXTensions,ietf,wg
2012,wg:/api/v1/group/group/1638/,ops,1,netmod,NETCONF Data Modeling Language,ietf,wg
2012,wg:/api/v1/group/group/1682/,ops,6,dime,Diameter Maintenance and Extensions,ietf,wg
2012,wg:/api/v1/group/group/1714/,ops,1,opsawg,Operations and Management Area Working Group,ietf,wg
2012,wg:/api/v1/group/group/945/,ops,2,bmwg,Benchmarking Methodology,ietf,wg
2012,wg:/api/v1/group/group/1138/,rai,1,mmusic,Multiparty Multimedia Session Control,ietf,wg
2012,wg:/api/v1/group/group/1462/,rai,1,sip,Session Initiation Protocol,ietf,wg
2012,wg:/api/v1/group/group/1527/,rai,1,simple,SIP for Instant Messaging and Presence Leveraging Extensions,ietf,wg
2012,wg:/api/v1/group/group/1542/,rai,1,sipping,Session Initiation Proposal Investigation,ietf,wg
2012,wg:/api/v1/group/group/1543/,rai,2,geopriv,Geographic Location/Privacy,ietf,wg
2012,wg:/api/v1/group/group/1566/,rai,1,speechsc,Speech Services Control,ietf,wg
2012,wg:/api/v1/group/group/1601/,rai,4,xcon,Centralized Conferencing,ietf,wg
2012,wg:/api/v1/group/group/1643/,rai,2,ecrit,Emergency Context Resolution with Internet Technologies,ietf,wg
2012,wg:/api/v1/group/group/1702/,rai,2,mediactrl,Media Server Control,ietf,wg
2012,wg:/api/v1/group/group/1739/,rai,1,drinks,Data for Reachability of Inter/tra-NetworK SIP,ietf,wg
2012,wg:/api/v1/group/group/1762/,rai,3,sipcore,Session Initiation Protocol Core,ietf,wg
2012,wg:/api/v1/group/group/1765/,rai,2,codec,Internet Wideband Audio Codec,ietf,wg
2012,wg:/api/v1/group/group/1796/,rai,1,cuss,Call Control UUI Service for SIP,ietf,wg
2012,wg:/api/v1/group/group/1812/,rai,4,avtcore,Audio/Video Transport Core Maintenance,ietf,wg
2012,wg:/api/v1/group/group/1813/,rai,1,avtext,Audio/Video Transport Extensions,ietf,wg
2012,wg:/api/v1/group/group/1814/,rai,1,payload,Audio/Video Transport Payloads,ietf,wg
2012,wg:/api/v1/group/group/1815/,rai,2,xrblock,Metric Blocks for use with RTCP's Extended Report Framework,ietf,wg
2012,wg:/api/v1/group/group/1041/,rtg,2,idr,Inter-Domain Routing,ietf,wg
2012,wg:/api/v1/group/group/1102/,rtg,3,isis,IS-IS for IP Internets,ietf,wg
2012,wg:/api/v1/group/group/1132/,rtg,3,manet,Mobile Ad-hoc Networks,ietf,wg
2012,wg:/api/v1/group/group/1140/,rtg,7,mpls,Multiprotocol Label Switching,ietf,wg
2012,wg:/api/v1/group/group/1188/,rtg,2,ospf,Open Shortest Path First IGP,ietf,wg
2012,wg:/api/v1/group/group/1348/,rtg,1,vrrp,Virtual Router Redundancy Protocol,ietf,wg
2012,wg:/api/v1/group/group/1397/,rtg,3,pim,Protocol Independent Multicast,ietf,wg
2012,wg:/api/v1/group/group/1524/,rtg,5,ccamp,Common Control and Measurement Plane,ietf,wg
2012,wg:/api/v1/group/group/1538/,rtg,6,pwe3,Pseudowire Emulation Edge to Edge,ietf,wg
2012,wg:/api/v1/group/group/1593/,rtg,1,l2vpn,Layer 2 Virtual Private Networks,ietf,wg
2012,wg:/api/v1/group/group/1594/,rtg,7,l3vpn,Layer 3 Virtual Private Networks,ietf,wg
2012,wg:/api/v1/group/group/1619/,rtg,1,rtgwg,Routing Area Working Group,ietf,wg
2012,wg:/api/v1/group/group/1630/,rtg,1,pce,Path Computation Element,ietf,wg
2012,wg:/api/v1/group/group/1680/,rtg,14,sidr,Secure Inter-Domain Routing,ietf,wg
2012,wg:/api/v1/group/group/1730/,rtg,4,roll,Routing Over Low power and Lossy networks,ietf,wg
2012,wg:/api/v1/group/group/1737/,rtg,1,karp,Keying and Authentication for Routing Protocols,ietf,wg
2012,wg:/api/v1/group/group/1223/,sec,2,pkix,Public-Key Infrastructure (X.509),ietf,wg
2012,wg:/api/v1/group/group/1326/,sec,2,tls,Transport Layer Security,ietf,wg
2012,wg:/api/v1/group/group/1496/,sec,6,krb-wg,Kerberos,ietf,wg
2012,wg:/api/v1/group/group/1634/,sec,3,kitten,Common Authentication Technology Next Generation,ietf,wg
2012,wg:/api/v1/group/group/1674/,sec,2,emu,EAP Method Update,ietf,wg
2012,wg:/api/v1/group/group/1688/,sec,1,nea,Network Endpoint Assessment,ietf,wg
2012,wg:/api/v1/group/group/1700/,sec,3,hokey,Handover Keying,ietf,wg
2012,wg:/api/v1/group/group/1748/,sec,3,oauth,Web Authorization Protocol,ietf,wg
2012,wg:/api/v1/group/group/1810/,sec,1,dane,DNS-based Authentication of Named Entities,ietf,wg
2012,wg:/api/v1/group/group/1831/,sec,4,mile,Managed Incident Lightweight Exchange,ietf,wg
2012,wg:/api/v1/group/group/1089/,tsv,6,ippm,IP Performance Metrics,ietf,wg
2012,wg:/api/v1/group/group/1152/,tsv,2,nfsv4,Network File System Version 4,ietf,wg
2012,wg:/api/v1/group/group/1437/,tsv,2,rmt,Reliable Multicast Transport,ietf,wg
2012,wg:/api/v1/group/group/1463/,tsv,2,tsvwg,Transport Area Working Group,ietf,wg
2012,wg:/api/v1/group/group/1571/,tsv,1,dccp,Datagram Congestion Control Protocol,ietf,wg
2012,wg:/api/v1/group/group/1620/,tsv,4,tcpm,TCP Maintenance and Minor Extensions,ietf,wg
2012,wg:/api/v1/group/group/1632/,tsv,1,behave,Behavior Engineering for Hindrance Avoidance,ietf,wg
2012,wg:/api/v1/group/group/1673/,tsv,6,fecframe,FEC Framework,ietf,wg
2012,wg:/api/v1/group/group/1701/,tsv,5,pcn,Congestion and Pre-Congestion Notification,ietf,wg
2012,wg:/api/v1/group/group/1744/,tsv,1,alto,Application-Layer Traffic Optimization,ietf,wg
2012,wg:/api/v1/group/group/1749/,tsv,1,ledbat,Low Extra Delay Background Transport,ietf,wg
2012,wg:/api/v1/group/group/1757/,tsv,2,storm,STORage Maintenance,ietf,wg
2012,wg:/api/v1/group/group/1775/,tsv,1,conex,Congestion Exposure,ietf,wg
2012,wg:/api/v1/group/group/1780/,tsv,1,decade,Decoupled Application Data Enroute,ietf,wg
2012,wg:/api/v1/group/group/1822/,tsv,2,cdni,Content Delivery Networks Interconnection,ietf,wg
2013,rg:/api/v1/group/group/41/,Other,2,samrg,Scalable Adaptive Multicast Research Group,irtf,rg
2013,stream:iab,Other,7,iab,Internet Architecture Board,iab,ietf
2013,stream:ietf-other,Other,41,gen,General Area,ietf,area
2013,stream:irtf,Other,1,none,Individual Submissions,irtf,individ
2013,stream:ise,Other,30,none,Individual Submissions,ise,individ
2013,wg:/api/v1/group/group/1686/,app,4,eai,Email Address Internationalization,ietf,wg
2013,wg:/api/v1/group/group/1798/,app,1,precis,Preparation and Comparison of Internationalized Strings,ietf,wg
2013,wg:/api/v1/group/group/1802/,app,1,websec,Web Security,ietf,wg
2013,wg:/api/v1/group/group/1805/,app,6,appsawg,Applications Area Working Group,ietf,wg
2013,wg:/api/v1/group/group/1819/,app,1,paws,Protocol to Access WS database,ietf,wg
2013,wg:/api/v1/group/group/1827/,app,4,repute,Reputation Services,ietf,wg
2013,wg:/api/v1/group/group/1851/,app,1,imapmove,IMAP MOVE extension,ietf,wg
2013,wg:/api/v1/group/group/1479/,int,5,dnsext,DNS Extensions,ietf,wg
2013,wg:/api/v1/group/group/1650/,int,3,trill,Transparent Interconnection of Lots of Links,ietf,wg
2013,wg:/api/v1/group/group/1665/,int,2,intarea,Internet Area Working Group,ietf,wg
2013,wg:/api/v1/group/group/1678/,int,3,softwire,Softwires,ietf,wg
2013,wg:/api/v1/group/group/1693/,int,1,ancp,Access Node Control Protocol,ietf,wg
2013,wg:/api/v1/group/group/1723/,int,7,6man,IPv6 Maintenance,ietf,wg
2013,wg:/api/v1/group/group/1728/,int,2,savi,Source Address Validation Improvements,ietf,wg
2013,wg:/api/v1/group/group/1747/,int,1,multimob,Multicast Mobility,ietf,wg
2013,wg:/api/v1/group/group/1751/,int,8,lisp,Locator/ID Separation Protocol,ietf,wg
2013,wg:/api/v1/group/group/1756/,int,2,netext,Network-Based Mobility Extensions,ietf,wg
2013,wg:/api/v1/group/group/1800/,int,2,pcp,Port Control Protocol,ietf,wg
2013,wg:/api/v1/group/group/988/,int,9,dhc,Dynamic Host Configuration,ietf,wg
2013,wg:/api/v1/group/group/1396/,ops,4,adslmib,ADSL MIB,ietf,wg
2013,wg:/api/v1/group/group/1452/,ops,1,dnsop,Domain Name System Operations,ietf,wg
2013,wg:/api/v1/group/group/1546/,ops,5,ipfix,IP Flow Information Export,ietf,wg
2013,wg:/api/v1/group/group/1578/,ops,4,v6ops,IPv6 Operations,ietf,wg
2013,wg:/api/v1/group/group/1612/,ops,2,radext,RADIUS EXTensions,ietf,wg
2013,wg:/api/v1/group/group/1638/,ops,1,netmod,NETCONF Data Modeling Language,ietf,wg
2013,wg:/api/v1/group/group/1682/,ops,3,dime,Diameter Maintenance and Extensions,ietf,wg
2013,wg:/api/v1/group/group/1801/,ops,2,eman,Energy Management,ietf,wg
2013,wg:/api/v1/group/group/1807/,ops,1,armd,Address Resolution for Massive numbers of hosts in the Data center,ietf,wg
2013,wg:/api/v1/group/group/1824/,ops,3,6renum,IPv6 Site Renumbering,ietf,wg
2013,wg:/api/v1/group/group/945/,ops,2,bmwg,Benchmarking Methodology,ietf,wg
2013,wg:/api/v1/group/group/1138/,rai,3,mmusic,Multiparty Multimedia Session Control,ietf,wg
2013,wg:/api/v1/group/group/1527/,rai,1,simple,SIP for Instant Messaging and Presence Leveraging Extensions,ietf,wg
2013,wg:/api/v1/group/group/1543/,rai,4,geopriv,Geographic Location/Privacy,ietf,wg
2013,wg:/api/v1/group/group/1643/,rai,1,ecrit,Emergency Context Resolution with Internet Technologies,ietf,wg
2013,wg:/api/v1/group/group/1702/,rai,2,mediactrl,Media Server Control,ietf,wg
2013,wg:/api/v1/group/group/1708/,rai,1,bliss,Basic Level of Interoperability for SIP Services,ietf,wg
2013,wg:/api/v1/group/group/1762/,rai,1,sipcore,Session Initiation Protocol Core,ietf,wg
2013,wg:/api/v1/group/group/1768/,rai,2,sipclf,SIP Common Log Format,ietf,wg
2013,wg:/api/v1/group/group/1812/,rai,3,avtcore,Audio/Video Transport Core Maintenance,ietf,wg
2013,wg:/api/v1/group/group/1813/,rai,1,avtext,Audio/Video Transport Extensions,ietf,wg
2013,wg:/api/v1/group/group/1814/,rai,1,payload,Audio/Video Transport Payloads,ietf,wg
2013,wg:/api/v1/group/group/1815/,rai,7,xrblock,Metric Blocks for use with RTCP's Extended Report Framework,ietf,wg
2013,wg:/api/v1/group/group/1852/,rai,1,straw,Sip Traversal Required for Applications to Work,ietf,wg
2013,wg:/api/v1/group/group/1041/,rtg,2,idr,Inter-Domain Routing,ietf,wg
2013,wg:/api/v1/group/group/1140/,rtg,11,mpls,Multiprotocol Label Switching,ietf,wg
2013,wg:/api/v1/group/group/1188/,rtg,6,ospf,Open Shortest Path First IGP,ietf,wg
2013,wg:/api/v1/group/group/1397/,rtg,1,pim,Protocol Independent Multicast,ietf,wg
2013,wg:/api/v1/group/group/1518/,rtg,2,forces,Forwarding and Control Element Separation,ietf,wg
2013,wg:/api/v1/group/group/1524/,rtg,5,ccamp,Common Control and Measurement Plane,ietf,wg
2013,wg:/api/v1/group/group/1538/,rtg,3,pwe3,Pseudowire Emulation Edge to Edge,ietf,wg
2013,wg:/api/v1/group/group/1593/,rtg,2,l2vpn,Layer 2 Virtual Private Networks,ietf,wg
2013,wg:/api/v1/group/group/1594/,rtg,1,l3vpn,Layer 3 Virtual Private Networks,ietf,wg
2013,wg:/api/v1/group/group/1619/,rtg,2,rtgwg,Routing Area Working Group,ietf,wg
2013,wg:/api/v1/group/group/1630/,rtg,1,pce,Path Computation Element,ietf,wg
2013,wg:/api/v1/group/group/1680/,rtg,5,sidr,Secure Inter-Domain Routing,ietf,wg
2013,wg:/api/v1/group/group/1730/,rtg,2,roll,Routing Over Low power and Lossy networks,ietf,wg
2013,wg:/api/v1/group/group/1737/,rtg,3,karp,Keying and Authentication for Routing Protocols,ietf,wg
2013,wg:/api/v1/group/group/1223/,sec,4,pkix,Public-Key Infrastructure (X.509),ietf,wg
2013,wg:/api/v1/group/group/1326/,sec,1,tls,Transport Layer Security,ietf,wg
2013,wg:/api/v1/group/group/1496/,sec,1,krb-wg,Kerberos,ietf,wg
2013,wg:/api/v1/group/group/1674/,sec,1,emu,EAP Method Update,ietf,wg
2013,wg:/api/v1/group/group/1688/,sec,1,nea,Network Endpoint Assessment,ietf,wg
2013,wg:/api/v1/group/group/1740/,sec,2,ipsecme,IP Security Maintenance and Extensions,ietf,wg
2013,wg:/api/v1/group/group/1748/,sec,2,oauth,Web Authorization Protocol,ietf,wg
2013,wg:/api/v1/group/group/1804/,sec,3,abfab,Application Bridging for Federated Access Beyond web,ietf,wg
2013,wg:/api/v1/group/group/1437/,tsv,1,rmt,Reliable Multicast Transport,ietf,wg
2013,wg:/api/v1/group/group/1463/,tsv,2,tsvwg,Transport Area Working Group,ietf,wg
2013,wg:/api/v1/group/group/1620/,tsv,3,tcpm,TCP Maintenance and Minor Extensions,ietf,wg
2013,wg:/api/v1/group/group/1632/,tsv,4,behave,Behavior Engineering for Hindrance Avoidance,ietf,wg
2013,wg:/api/v1/group/group/1673/,tsv,1,fecframe,FEC Framework,ietf,wg
2013,wg:/api/v1/group/group/1764/,tsv,2,mptcp,Multipath TCP,ietf,wg
2013,wg:/api/v1/group/group/1771/,tsv,1,ppsp,Peer to Peer Streaming Protocol,ietf,wg
2014,rg:/api/v1/group/group/31/,Other,1,cfrg,Crypto Forum Research Group,irtf,rg
2014,rg:/api/v1/group/group/32/,Other,2,dtnrg,Delay-Tolerant Networking Research Group,irtf,rg
2014,stream:iab,Other,6,iab,Internet Architecture Board,iab,ietf
2014,stream:ietf-other,Other,38,rai,Real-time Applications and Infrastructure Area,ietf,area
2014,stream:irtf,Other,2,none,Individual Submissions,irtf,individ
2014,stream:ise,Other,23,none,Individual Submissions,ise,individ
2014,wg:/api/v1/group/group/1718/,app,8,httpbis,Hypertext Transfer Protocol Bis,ietf,wg
2014,wg:/api/v1/group/group/1789/,app,2,core,Constrained RESTful Environments,ietf,wg
2014,wg:/api/v1/group/group/1805/,app,11,appsawg,Applications Area Working Group,ietf,wg
2014,wg:/api/v1/group/group/1836/,app,1,spfbis,SPF Update,ietf,wg
2014,wg:/api/v1/group/group/1882/,app,2,json,JavaScript Object Notation,ietf,wg
2014,wg:/api/v1/group/group/1884/,app,2,jcardcal,JSON data formats for vCard and iCalendar,ietf,wg
2014,wg:/api/v1/group/group/1886/,app,1,qresync,IMAP QRESYNC Extension,ietf,wg
2014,wg:/api/v1/group/group/1626/,int,2,hip,Host Identity Protocol,ietf,wg
2014,wg:/api/v1/group/group/1650/,int,10,trill,Transparent Interconnection of Lots of Links,ietf,wg
2014,wg:/api/v1/group/group/1665/,int,1,intarea,Internet Area Working Group,ietf,wg
2014,wg:/api/v1/group/group/1693/,int,1,ancp,Access Node Control Protocol,ietf,wg
2014,wg:/api/v1/group/group/1709/,int,1,tictoc,Timing over IP Connection and Transfer of Clock,ietf,wg
2014,wg:/api/v1/group/group/1723/,int,7,6man,IPv6 Maintenance,ietf,wg
2014,wg:/api/v1/group/group/1728/,int,1,savi,Source Address Validation Improvements,ietf,wg
2014,wg:/api/v1/group/group/1747/,int,3,multimob,Multicast Mobility,ietf,wg
2014,wg:/api/v1/group/group/1751/,int,1,lisp,Locator/ID Separation Protocol,ietf,wg
2014,wg:/api/v1/group/group/1756/,int,3,netext,Network-Based Mobility Extensions,ietf,wg
2014,wg:/api/v1/group/group/1800/,int,3,pcp,Port Control Protocol,ietf,wg
2014,wg:/api/v1/group/group/1803/,int,1,homenet,Home Networking,ietf,wg
2014,wg:/api/v1/group/group/1817/,int,1,lwig,Light-Weight Implementation Guidance,ietf,wg
2014,wg:/api/v1/group/group/1847/,int,1,dmm,Distributed Mobility Management,ietf,wg
2014,wg:/api/v1/group/group/1897/,int,2,6lo,IPv6 over Networks of Resource-constrained Nodes,ietf,wg
2014,wg:/api/v1/group/group/988/,int,3,dhc,Dynamic Host Configuration,ietf,wg
2014,wg:/api/v1/group/group/1452/,ops,1,dnsop,Domain Name System Operations,ietf,wg
2014,wg:/api/v1/group/group/1546/,ops,3,ipfix,IP Flow Information Export,ietf,wg
2014,wg:/api/v1/group/group/1578/,ops,6,v6ops,IPv6 Operations,ietf,wg
2014,wg:/api/v1/group/group/1599/,ops,4,opsec,Operational Security Capabilities for IP Network Infrastructure,ietf,wg
2014,wg:/api/v1/group/group/1612/,ops,2,radext,RADIUS EXTensions,ietf,wg
2014,wg:/api/v1/group/group/1638/,ops,5,netmod,NETCONF Data Modeling Language,ietf,wg
2014,wg:/api/v1/group/group/1682/,ops,3,dime,Diameter Maintenance and Extensions,ietf,wg
2014,wg:/api/v1/group/group/1714/,ops,3,opsawg,Operations and Management Area Working Group,ietf,wg
2014,wg:/api/v1/group/group/1801/,ops,1,eman,Energy Management,ietf,wg
2014,wg:/api/v1/group/group/1138/,rai,6,mmusic,Multiparty Multimedia Session Control,ietf,wg
2014,wg:/api/v1/group/group/1543/,rai,3,geopriv,Geographic Location/Privacy,ietf,wg
2014,wg:/api/v1/group/group/1643/,rai,4,ecrit,Emergency Context Resolution with Internet Technologies,ietf,wg
2014,wg:/api/v1/group/group/1705/,rai,5,p2psip,Peer-to-Peer Session Initiation Protocol,ietf,wg
2014,wg:/api/v1/group/group/1761/,rai,1,xmpp,Extensible Messaging and Presence Protocol,ietf,wg
2014,wg:/api/v1/group/group/1762/,rai,4,sipcore,Session Initiation Protocol Core,ietf,wg
2014,wg:/api/v1/group/group/1788/,rai,1,siprec,SIP Recording,ietf,wg
2014,wg:/api/v1/group/group/1791/,rai,2,soc,SIP Overload Control,ietf,wg
2014,wg:/api/v1/group/group/1812/,rai,5,avtcore,Audio/Video Transport Core Maintenance,ietf,wg
2014,wg:/api/v1/group/group/1813/,rai,2,avtext,Audio/Video Transport Extensions,ietf,wg
2014,wg:/api/v1/group/group/1814/,rai,1,payload,Audio/Video Transport Payloads,ietf,wg
2014,wg:/api/v1/group/group/1815/,rai,6,xrblock,Metric Blocks for use with RTCP's Extended Report Framework,ietf,wg
2014,wg:/api/v1/group/group/1816/,rai,2,clue,ControLling mUltiple streams for tElepresence,ietf,wg
2014,wg:/api/v1/group/group/1839/,rai,1,insipid,INtermediary-safe SIP session ID,ietf,wg
2014,wg:/api/v1/group/group/1852/,rai,2,straw,Sip Traversal Required for Applications to Work,ietf,wg
2014,wg:/api/v1/group/group/1887/,rai,2,stox,SIP-TO-XMPP,ietf,wg
2014,wg:/api/v1/group/group/1899/,rai,2,stir,Secure Telephone Identity Revisited,ietf,wg
2014,wg:/api/v1/group/group/1041/,rtg,5,idr,Inter-Domain Routing,ietf,wg
2014,wg:/api/v1/group/group/1102/,rtg,4,isis,IS-IS for IP Internets,ietf,wg
2014,wg:/api/v1/group/group/1132/,rtg,9,manet,Mobile Ad-hoc Networks,ietf,wg
2014,wg:/api/v1/group/group/1140/,rtg,17,mpls,Multiprotocol Label Switching,ietf,wg
2014,wg:/api/v1/group/group/1188/,rtg,2,ospf,Open Shortest Path First IGP,ietf,wg
2014,wg:/api/v1/group/group/1518/,rtg,4,forces,Forwarding and Control Element Separation,ietf,wg
2014,wg:/api/v1/group/group/1524/,rtg,5,ccamp,Common Control and Measurement Plane,ietf,wg
2014,wg:/api/v1/group/group/1538/,rtg,5,pwe3,Pseudowire Emulation Edge to Edge,ietf,wg
2014,wg:/api/v1/group/group/1593/,rtg,7,l2vpn,Layer 2 Virtual Private Networks,ietf,wg
2014,wg:/api/v1/group/group/1594/,rtg,2,l3vpn,Layer 3 Virtual Private Networks,ietf,wg
2014,wg:/api/v1/group/group/1619/,rtg,1,rtgwg,Routing Area Working Group,ietf,wg
2014,wg:/api/v1/group/group/1628/,rtg,3,bfd,Bidirectional Forwarding Detection,ietf,wg
2014,wg:/api/v1/group/group/1630/,rtg,4,pce,Path Computation Element,ietf,wg
2014,wg:/api/v1/group/group/1680/,rtg,5,sidr,Secure Inter-Domain Routing,ietf,wg
2014,wg:/api/v1/group/group/1730/,rtg,1,roll,Routing Over Low power and Lossy networks,ietf,wg
2014,wg:/api/v1/group/group/1737/,rtg,2,karp,Keying and Authentication for Routing Protocols,ietf,wg
2014,wg:/api/v1/group/group/1840/,rtg,2,nvo3,Network Virtualization Overlays,ietf,wg
2014,wg:/api/v1/group/group/1326/,sec,3,tls,Transport Layer Security,ietf,wg
2014,wg:/api/v1/group/group/1674/,sec,1,emu,EAP Method Update,ietf,wg
2014,wg:/api/v1/group/group/1688/,sec,1,nea,Network Endpoint Assessment,ietf,wg
2014,wg:/api/v1/group/group/1740/,sec,3,ipsecme,IP Security Maintenance and Extensions,ietf,wg
2014,wg:/api/v1/group/group/1810/,sec,1,dane,DNS-based Authentication of Named Entities,ietf,wg
2014,wg:/api/v1/group/group/1830/,sec,1,jose,Javascript Object Signing and Encryption,ietf,wg
2014,wg:/api/v1/group/group/1831/,sec,1,mile,Managed Incident Lightweight Exchange,ietf,wg
2014,wg:/api/v1/group/group/1089/,tsv,2,ippm,IP Performance Metrics,ietf,wg
2014,wg:/api/v1/group/group/1152/,tsv,1,nfsv4,Network File System Version 4,ietf,wg
2014,wg:/api/v1/group/group/1463/,tsv,2,tsvwg,Transport Area Working Group,ietf,wg
2014,wg:/api/v1/group/group/1620/,tsv,2,tcpm,TCP Maintenance and Minor Extensions,ietf,wg
2014,wg:/api/v1/group/group/1744/,tsv,2,alto,Application-Layer Traffic Optimization,ietf,wg
2014,wg:/api/v1/group/group/1757/,tsv,6,storm,STORage Maintenance,ietf,wg
2014,wg:/api/v1/group/group/1822/,tsv,2,cdni,Content Delivery Networks Interconnection,ietf,wg
2014,wg:/api/v1/group/group/1926/,tsv,2,tram,TURN Revised and Modernized,ietf,wg
2015,rg:/api/v1/group/group/1849/,Other,1,icnrg,Information-Centric Networking,irtf,rg
2015,rg:/api/v1/group/group/1857/,Other,1,sdnrg,Software Defined Networking,irtf,rg
2015,rg:/api/v1/group/group/31/,Other,2,cfrg,Crypto Forum,irtf,rg
2015,rg:/api/v1/group/group/38/,Other,2,nmrg,Network Management,irtf,rg
2015,stream:iab,Other,6,iab,Internet Architecture Board,iab,ietf
2015,stream:ietf-other,Other,27,sec,Security Area,ietf,area
2015,stream:ise,Other,22,none,Individual Submissions,ise,individ
2015,wg:/api/v1/group/group/1718/,app,3,httpbis,Hypertext Transfer Protocol,ietf,wg
2015,wg:/api/v1/group/group/1802/,app,1,websec,Web Security,ietf,wg
2015,wg:/api/v1/group/group/1819/,app,1,paws,Protocol to Access WS database,ietf,wg
2015,wg:/api/v1/group/group/1834/,app,6,weirds,Web Extensible Internet Registration Data Service,ietf,wg
2015,wg:/api/v1/group/group/1882/,app,2,json,JavaScript Object Notation,ietf,wg
2015,wg:/api/v1/group/group/1917/,app,1,eppext,Extensible Provisioning Protocol Extensions,ietf,wg
2015,wg:/api/v1/group/group/1918/,app,2,uta,Using TLS in Applications,ietf,wg
2015,wg:/api/v1/group/group/1953/,app,1,calext,Calendaring Extensions,ietf,wg
2015,wg:/api/v1/group/group/1138/,art,1,mmusic,Multiparty Multimedia Session Control,ietf,wg
2015,wg:/api/v1/group/group/1761/,art,3,xmpp,Extensible Messaging and Presence Protocol,ietf,wg
2015,wg:/api/v1/group/group/1762/,art,3,sipcore,Session Initiation Protocol Core,ietf,wg
2015,wg:/api/v1/group/group/1777/,art,1,hybi,BiDirectional or Server-Initiated HTTP,ietf,wg
2015,wg:/api/v1/group/group/1789/,art,1,core,Constrained RESTful Environments,ietf,wg
2015,wg:/api/v1/group/group/1798/,art,2,precis,Preparation and Comparison of Internationalized Strings,ietf,wg
2015,wg:/api/v1/group/group/1805/,art,4,appsawg,ART Area General Applications Working Group,ietf,wg
2015,wg:/api/v1/group/group/1812/,art,2,avtcore,Audio/Video Transport Core Maintenance,ietf,wg
2015,wg:/api/v1/group/group/1813/,art,1,avtext,Audio/Video Transport Extensions,ietf,wg
2015,wg:/api/v1/group/group/1814/,art,2,payload,Audio/Video Transport Payloads,ietf,wg
2015,wg:/api/v1/group/group/1820/,art,1,rtcweb,Real-Time Communication in WEB-browsers,ietf,wg
2015,wg:/api/v1/group/group/1822/,art,1,cdni,Content Delivery Networks Interconnection,ietf,wg
2015,wg:/api/v1/group/group/1842/,art,3,scim,System for Cross-domain Identity Management,ietf,wg
2015,wg:/api/v1/group/group/1852/,art,1,straw,Sip Traversal Required for Applications to Work,ietf,wg
2015,wg:/api/v1/group/group/1887/,art,3,stox,SIP-TO-XMPP,ietf,wg
2015,wg:/api/v1/group/group/1596/,int,1,mip4,Mobility for IPv4,ietf,wg
2015,wg:/api/v1/group/group/1626/,int,2,hip,Host Identity Protocol,ietf,wg
2015,wg:/api/v1/group/group/1650/,int,2,trill,Transparent Interconnection of Lots of Links,ietf,wg
2015,wg:/api/v1/group/group/1665/,int,2,intarea,Internet Area Working Group,ietf,wg
2015,wg:/api/v1/group/group/1678/,int,5,softwire,Softwires,ietf,wg
2015,wg:/api/v1/group/group/1723/,int,3,6man,IPv6 Maintenance,ietf,wg
2015,wg:/api/v1/group/group/1728/,int,1,savi,Source Address Validation Improvements,ietf,wg
2015,wg:/api/v1/group/group/1755/,int,1,mif,Multiple Interfaces,ietf,wg
