lineage_id,lineage_root_drafts,lineage_terminal_drafts,lineage_members,lineage_length,branching_lineage,merging_lineage,lineage_revision_count,lineage_first_submission,lineage_last_submission,lineage_activity_duration_days,lineage_activity_duration_years,observation_days,inactivity_days,lineage_became_rfc,rfc_count,rfc_names,first_rfc_publication,publication_outcome,wg_status,wg_count,wg_names,area_names,rq2_clean_single_wg,rfc_streams,rfc_index_wgs,rfc_index_areas,author_count,organisation_count,organisation_names,cross_organisation,affiliation_alias_matched_records,affiliation_multi_organisation_records,affiliation_unmatched_records,affiliation_missing_records,affiliation_non_organisational_records,wg_assignment
draft-jiang-ipv6-site-renum-guideline,draft-jiang-ipv6-site-renum-guideline,draft-jiang-ipv6-site-renum-guideline,draft-jiang-ipv6-site-renum-guideline,1,False,False,1,2011-01-26,2011-01-26,0.0,0.0,5610.0,5610.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,2,0,,False,0,0,0,2,0,No recorded WG
draft-jiang-kitten-rf-fingerprint-auth,draft-jiang-kitten-rf-fingerprint-auth,draft-jiang-kitten-rf-fingerprint-auth,draft-jiang-kitten-rf-fingerprint-auth,1,False,False,1,2013-12-19,2013-12-19,0.0,0.0,4552.0,4552.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,2,0,,False,0,0,2,0,0,No recorded WG
draft-jiang-l1vpn-dynamic-pit-configuration,draft-jiang-l1vpn-dynamic-pit-configuration,draft-jiang-l1vpn-dynamic-pit-configuration,draft-jiang-l1vpn-dynamic-pit-configuration,1,False,False,1,2010-04-21,2010-04-21,0.0,0.0,5890.0,5890.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,3,0,,False,0,0,3,0,0,No recorded WG
draft-jiang-l2vpn-etree-bgp,draft-jiang-l2vpn-etree-bgp,draft-jiang-l2vpn-etree-bgp,draft-jiang-l2vpn-etree-bgp,1,False,False,1,2012-02-29,2012-02-29,0.0,0.0,5211.0,5211.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,7,3,Cisco; Deutsche Telekom; Huawei,True,4,0,3,0,0,No recorded WG
draft-jiang-l2vpn-evpn-etree-2vlan,draft-jiang-l2vpn-evpn-etree-2vlan,draft-jiang-l2vpn-evpn-etree-2vlan,draft-jiang-l2vpn-evpn-etree-2vlan,1,False,False,1,2012-09-21,2012-09-21,0.0,0.0,5006.0,5006.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,1,1,Huawei,False,1,0,0,0,0,No recorded WG
draft-jiang-l2vpn-vpls-pe-etree,draft-jiang-l2vpn-vpls-pe-etree,draft-jiang-l2vpn-vpls-pe-etree,draft-jiang-l2vpn-vpls-pe-etree,1,False,False,5,2010-07-12,2012-06-14,703.0,1.9247091033538672,5808.0,5105.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,7,3,Cisco; Deutsche Telekom; Huawei,True,4,0,3,0,0,No recorded WG
draft-jiang-l2vpn-vpls-ring,draft-jiang-l2vpn-vpls-ring,draft-jiang-l2vpn-vpls-ring,draft-jiang-l2vpn-vpls-ring,1,False,False,2,2009-10-16,2010-03-22,157.0,0.4298425735797399,6077.0,5920.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,4,1,ZTE,False,4,0,0,0,0,No recorded WG
draft-jiang-netext-ft-pmip,draft-jiang-netext-ft-pmip,draft-jiang-netext-ft-pmip,draft-jiang-netext-ft-pmip,1,False,False,1,2012-06-29,2012-06-29,0.0,0.0,5090.0,5090.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,1,1,Huawei,False,1,0,0,0,0,No recorded WG
draft-jiang-netext-ls-pmip,draft-jiang-netext-ls-pmip,draft-jiang-netext-ls-pmip,draft-jiang-netext-ls-pmip,1,False,False,1,2011-12-29,2011-12-29,0.0,0.0,5273.0,5273.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,1,1,Huawei,False,1,0,0,0,0,No recorded WG
draft-jiang-netext-pmip-localization,draft-jiang-netext-pmip-localization,draft-jiang-netext-pmip-localization,draft-jiang-netext-pmip-localization,1,False,False,1,2012-06-29,2012-06-29,0.0,0.0,5090.0,5090.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,1,1,Huawei,False,1,0,0,0,0,No recorded WG
draft-jiang-nmlrg-network-machine-learning,draft-jiang-nmlrg-network-machine-learning,draft-jiang-nmlrg-network-machine-learning,draft-jiang-nmlrg-network-machine-learning,1,False,False,3,2015-10-19,2016-10-28,375.0,1.026694045174538,3883.0,3508.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,1,1,Huawei,False,1,0,0,0,0,No recorded WG
draft-jiang-nmlrg-traffic-machine-learning,draft-jiang-nmlrg-traffic-machine-learning,draft-jiang-nmlrg-traffic-machine-learning,draft-jiang-nmlrg-traffic-machine-learning,1,False,False,1,2016-06-03,2016-06-03,0.0,0.0,3655.0,3655.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,6,1,Huawei,False,2,0,4,0,0,No recorded WG
draft-jiang-nmrg-an-gap-analysis,draft-jiang-nmrg-an-gap-analysis,draft-jiang-nmrg-an-gap-analysis,draft-jiang-nmrg-an-gap-analysis,1,False,False,1,2014-02-13,2014-02-13,0.0,0.0,4496.0,4496.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,3,2,Cisco; Huawei,True,2,0,1,0,0,No recorded WG
draft-jiang-opsawg-nettunnel-model-yang,draft-jiang-opsawg-nettunnel-model-yang,draft-jiang-opsawg-nettunnel-model-yang,draft-jiang-opsawg-nettunnel-model-yang,1,False,False,1,2017-03-13,2017-03-13,0.0,0.0,3372.0,3372.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,2,1,Huawei,False,2,0,0,0,0,No recorded WG
draft-jiang-p2psip-relay,draft-jiang-p2psip-relay,draft-jiang-p2psip-relay,draft-jiang-p2psip-relay,1,False,False,6,2008-10-25,2011-03-10,866.0,2.3709787816564,6433.0,5567.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,4,2,China Mobile; Huawei,True,3,0,1,0,0,No recorded WG
draft-jiang-p2psip-sep,draft-jiang-p2psip-sep,draft-jiang-p2psip-sep,draft-jiang-p2psip-sep,1,False,False,1,2007-11-09,2007-11-09,0.0,0.0,6784.0,6784.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,2,1,Huawei,False,2,0,0,0,0,No recorded WG
draft-jiang-pwe3-ldp-gr,draft-jiang-pwe3-ldp-gr,draft-jiang-pwe3-ldp-gr,draft-jiang-pwe3-ldp-gr,1,False,False,1,2009-06-23,2009-06-23,0.0,0.0,6192.0,6192.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,4,1,ZTE,False,3,0,0,1,0,No recorded WG
draft-jiang-pwe3-mc-pon,draft-jiang-pwe3-mc-pon,draft-jiang-pwe3-mc-pon,draft-jiang-pwe3-mc-pon,1,False,False,4,2013-10-21,2014-10-25,369.0,1.0102669404517457,4611.0,4242.0,0,0,,,Unsuccessful,No recorded WG,0,,,False,,,,7,3,China Unicom; Huawei; Juniper Networks,True,4,0,1,2,0,No recorded WG
